brightness,contrast,blur_score,edge_density,num_objects,green_ratio,color_entropy,wall_floor_ratio,light_uniformity,num_windows,defect_score,furniture_count,furniture_density,aesthetic_score,low_light_defect_interaction,visual_complexity,clutter_score,log_furniture_density,is_wet_room,is_outdoor,location,scene_category,__description_text__,repair_cost_target
0.5195,0.2255,1.0,0.2496,0.0,0.0683,0.1904,2.3186,0.5659,2.0,0.0319,0.0,0.0,0.3647,0.01384779,0.047523840000000005,0.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=low defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,100279.1
0.5586,0.1784,1.0,0.1986,0.0,0.0189,0.2164,2.31,0.6806,2.0,0.0233,0.0,0.0,0.3856,0.007442020000000001,0.04297704,0.0,0.0,0.0,1.0,backyard,garage/outdoor,room_type=backyard; scene=garage/outdoor; condition=low defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,84509.46
0.431,0.2084,1.0,0.2559,0.0,0.2047,0.2487,2.33,0.5165,0.0,0.1415,0.0,0.0,0.3417,0.06841525,0.06364233000000001,0.0,0.0,0.0,1.0,backyard,garage/outdoor,room_type=backyard; scene=garage/outdoor; condition=high defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,113683.78
0.6733,0.2098,1.0,0.2663,7.0,0.1167,0.2262,2.33,0.6884,3.0,0.023,5.0,30.0298,0.4277,0.007166799999999999,0.06023706,12.0,3.434948033064074,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=low defects; lighting=acceptable lighting; clutter=high clutter; furnishing=average furniture,158977.55
0.3868,0.1913,1.0,0.2108,6.0,0.4661,0.1836,2.33,0.5056,1.0,0.1162,1.0,6.006,0.3592,0.05744927999999999,0.03870288,7.0,1.946766924775295,0.0,1.0,backyard,residential_neighborhood,room_type=backyard; scene=residential_neighborhood; condition=high defects; lighting=acceptable lighting; clutter=moderate clutter; furnishing=minimal furniture,142779.84
0.6004,0.2521,0.4543,0.1095,0.0,0.4638,0.2045,2.3186,0.58,0.0,0.0075,0.0,0.0,0.6283,0.00315,0.02239275,0.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=low defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,78211.28
0.4729,0.2687,1.0,0.257,2.0,0.1076,0.2158,2.3186,0.4319,2.0,0.1399,0.0,0.0,0.3485,0.07947719,0.0554606,2.0,0.0,0.0,1.0,backyard,manufactured_home,room_type=backyard; scene=manufactured_home; condition=high defects; lighting=poor lighting; clutter=low clutter; furnishing=minimal furniture,128277.5
0.6248,0.2471,1.0,0.1971,9.0,0.2839,0.1966,2.3186,0.6045,3.0,0.0083,8.0,42.6664,0.4389,0.00328265,0.03874986,17.0,3.7765789276441657,0.0,1.0,backyard,patio,room_type=backyard; scene=patio; condition=low defects; lighting=acceptable lighting; clutter=high clutter; furnishing=furniture packed,154582.13
0.3535,0.2003,1.0,0.3075,0.0,0.3784,0.2057,2.3186,0.4334,0.0,0.1482,0.0,0.0,0.3192,0.08397012,0.06325275,0.0,0.0,0.0,1.0,backyard,garage/outdoor,room_type=backyard; scene=garage/outdoor; condition=high defects; lighting=poor lighting; clutter=low clutter; furnishing=minimal furniture,125502.52
0.2939,0.2163,1.0,0.2422,2.0,0.33,0.1941,2.33,0.264,0.0,0.1447,1.0,6.006,0.3021,0.10649919999999999,0.04701102,3.0,1.946766924775295,0.0,1.0,backyard,porch,room_type=backyard; scene=porch; condition=high defects; lighting=poor lighting; clutter=low clutter; furnishing=minimal furniture,140226.57
0.5919,0.2384,0.8054,0.127,0.0,0.0093,0.1982,2.3333,0.5972,2.0,0.0139,0.0,0.0,0.4707,0.00559892,0.0251714,0.0,0.0,0.0,1.0,backyard,yard,room_type=backyard; scene=yard; condition=low defects; lighting=acceptable lighting; clutter=low clutter; furnishing=minimal furniture,97979.69
